,thomas_num,thomas_name,icpsr,congress,year,st_name,cd,dem,majority,elected,female,afam,latino,votepct,votepct_sq,dwnom1,meddist,majdist,deleg_size,speaker,chair,subchr,power,budget,seniority,sensq,state_leg,state_leg_prof,maj_leader,min_leader,south,south_dem,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag
,1911,"Fish, Hamilton",12013,97,1981,NY,25,0,0,1968,0,0,0,81,6561,0.053,0.114,0.363,39,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,30,0,0,0,0,0.338473,0.275665
,1912,"Fithian, Floyd",14222,97,1981,IN,2,1,1,1974,0,0,0,54,2916,-0.157,0.096,0.153,11,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,0,0,0,0,12,1,0,0,0,0.191995,0.349709
,1913,"Flippo, Ronnie",14419,97,1981,AL,5,1,1,1976,0,0,0,94,8836,-0.143,0.082,0.167,7,0,0,1,0,0,3,9,1,0.085,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0.619523,0.857455
,1914,"Florio, James",14223,97,1981,NJ,1,1,1,1974,0,0,0,77,5929,-0.315,0.254,0.005,15,0,0,1,0,0,4,16,1,0.175,0,0,0,0,13,13,13,9,1,17,2,0,0,0,1,0,0,0,0,31,15,13,9,1,7.658711,6.563951
,1915,"Foglietta, Thomas",14823,97,1981,PA,1,1,1,1980,0,0,0,38,1444,-0.46,0.399,0.15,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0.044149,
,1916,"Foley, Thomas",10726,97,1981,WA,5,1,1,1964,0,0,0,52,2704,-0.341,0.28,0.031,7,0,0,1,0,0,9,81,0,0,1,0,0,0,1,1,0,0,0,14,3,1,1,1,2,0,0,0,0,17,4,1,1,1,0.97112,1.262261
,1917,"Ford, Harold",14224,97,1981,TN,8,1,1,1974,0,1,0,100,10000,-0.438,0.377,0.128,8,0,0,0,1,0,4,16,1,0.149,0,0,1,1,1,1,1,0,0,14,4,0,0,0,3,1,1,1,0,18,6,2,1,0,0.794155,0.955446
,1918,"Ford, William",10727,97,1981,MI,15,1,1,1964,0,0,0,68,4624,-0.513,0.452,0.203,19,0,1,1,0,0,9,81,1,0.463,0,0,0,0,1,0,1,1,0,8,4,4,2,2,1,0,0,0,0,10,4,5,3,2,2.015115,2.865134
,1919,"Forsythe, Edwin",12046,97,1981,NJ,6,0,0,1970,0,0,0,56,3136,0.314,0.375,0.624,15,0,0,1,0,0,6,36,1,0.175,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,5,2,0,0,0,0.160794,1.043746
,1920,"Fountain, L.",3321,97,1981,NC,2,1,1,1952,0,0,0,73,5329,0.014,0.075,0.324,11,0,0,1,0,0,15,225,1,0.19,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0.248986,0.938217
,1921,"Fowler, Wyche",14467,97,1981,GA,5,1,1,1977,0,0,0,74,5476,-0.204,0.143,0.106,10,0,0,0,1,0,3,9,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0.093203,0.925295
,1922,"Frank, Barney",14824,97,1981,MA,4,1,1,1980,0,0,0,52,2704,-0.461,0.4,0.151,12,0,0,0,0,0,1,1,1,0.386,0,0,0,0,1,1,1,1,0,36,6,1,0,0,7,0,1,1,1,44,7,3,2,1,1.595356,
,1923,"Frenzel, Bill",13015,97,1981,MN,3,0,0,1970,0,0,0,76,5776,0.32,0.381,0.63,8,0,0,0,1,1,6,36,1,0.211,0,0,0,0,0,0,0,0,0,50,9,3,0,0,3,0,0,0,0,53,9,3,0,0,1.418995,1.1672
,1924,"Frost, Martin",14626,97,1981,TX,24,1,1,1978,0,0,0,61,3721,-0.311,0.25,0.001,24,0,0,0,1,0,2,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0.019622,0.036612
,1925,"Fuqua, Don",10587,97,1981,FL,2,1,1,1962,0,0,0,71,5041,-0.192,0.131,0.118,15,0,1,1,0,0,10,100,1,0.224,0,0,1,1,7,7,7,4,1,40,9,6,3,0,6,0,0,0,0,53,16,13,7,1,5.977821,7.021189
,1926,"Garcia, Robert",14470,97,1981,NY,21,1,1,1978,0,0,1,98,9604,-0.603,0.542,0.293,39,0,0,1,0,0,2,4,1,0.407,0,0,0,0,0,0,0,0,0,11,0,1,1,1,3,0,0,0,0,14,0,1,1,1,0.639038,0.528334
,1927,"Gaydos, Joseph",11067,97,1981,PA,20,1,1,1968,0,0,0,73,5329,-0.25,0.189,0.06,25,0,0,1,0,0,7,49,1,0.345,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,1,1,1,1,15,2,1,1,1,0.33907,0.373616
,1928,"Gejdenson, Sam",14825,97,1981,CT,2,1,1,1980,0,0,0,53,2809,-0.402,0.341,0.092,6,0,0,0,0,0,1,1,1,0.2,0,0,0,0,1,1,1,1,1,7,4,2,2,1,0,0,0,0,0,8,5,3,3,2,2.165298,
,1929,"Gephardt, Richard",14421,97,1981,MO,3,1,1,1976,0,0,0,78,6084,-0.339,0.278,0.029,10,0,0,0,1,1,3,9,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,16,7,0,0,0,0.578721,0.295048
,1930,"Gibbons, Sam",10588,97,1981,FL,7,1,1,1962,0,0,0,72,5184,-0.224,0.163,0.086,15,0,0,1,1,0,10,100,1,0.224,0,0,1,1,2,1,2,2,1,40,16,5,3,1,0,0,0,0,0,42,17,7,5,2,4.164857,0.333814
,1931,"Gilman, Benjamin",14015,97,1981,NY,26,0,0,1972,0,0,0,74,5476,0.003,0.064,0.313,39,0,0,0,0,0,5,25,1,0.407,0,0,0,0,0,0,0,0,0,18,2,1,1,0,1,0,0,0,0,19,2,1,1,0,0.569206,0.215364
,1932,"Gingrich, Newt",14627,97,1981,GA,6,0,0,1978,0,0,0,59,3481,0.302,0.363,0.612,10,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.061318,0.010768
,1933,"Ginn, Bo",14016,97,1981,GA,1,1,1,1972,0,0,0,100,10000,-0.204,0.143,0.106,10,0,0,1,1,0,5,25,0,0,0,0,1,1,2,2,2,2,2,7,3,1,1,0,3,0,0,0,0,12,5,3,3,2,2.748608,0.114143
,1934,"Glickman, Dan",14422,97,1981,KS,4,1,1,1976,0,0,0,69,4761,-0.11,0.049,0.2,5,0,0,1,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,1,0,0,0,0,21,4,0,0,0,0.466297,0.674781
,1935,"Goldwater, Barry",12037,97,1981,CA,20,0,0,1969,0,0,0,79,6241,0.334,0.395,0.644,43,0,0,0,0,0,7,49,0,0,0,0,0,0,1,1,0,0,0,23,2,0,0,0,2,0,1,1,1,26,3,1,1,1,0.629424,0.409961
,1936,"Gonzalez, Henry",10520,97,1981,TX,20,1,1,1961,0,0,1,82,6724,-0.516,0.455,0.206,24,0,0,1,0,0,11,121,1,0.191,0,0,1,1,3,1,1,0,0,27,5,2,2,1,5,0,0,0,0,35,6,3,2,1,1.737414,1.179457
,1937,"Goodling, William",14288,97,1981,PA,19,0,0,1974,0,0,0,76,5776,0.307,0.368,0.617,25,0,0,0,0,0,4,16,0,0,0,0,0,0,3,2,2,2,1,15,2,0,0,0,7,0,0,0,0,25,4,2,2,1,2.069571,0.159369
,1938,"Gore, Albert",14423,97,1981,TN,4,1,1,1976,0,0,0,79,6241,-0.289,0.228,0.021,8,0,0,1,0,0,3,9,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0.105466,0.086145
,1939,"Gradison, Willis",14225,97,1981,OH,1,0,0,1974,0,0,0,75,5625,0.213,0.274,0.523,23,0,0,0,1,0,4,16,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,1,0,0,0,0,20,2,0,0,0,0.344747,0.608018
,1940,"Gramm, Phil",94628,97,1981,TX,6,1,1,1978,0,0,0,71,5041,0.252,0.313,0.562,24,0,0,0,0,1,2,4,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0.088297,0.043073
,1941,"Gray, William",14629,97,1981,PA,2,1,1,1978,0,1,0,96,9216,-0.584,0.523,0.274,25,0,0,1,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0.079171,0.032305
,1942,"Green, S.",14471,97,1981,NY,18,0,0,1978,0,0,0,57,3249,-0.086,0.025,0.224,39,0,0,0,1,0,2,4,1,0.407,0,0,0,0,0,0,0,0,0,18,2,1,0,0,2,0,1,1,0,20,2,2,1,0,0.484504,0.436569
,1943,"Gregg, Judd",14826,97,1981,NH,2,0,0,1980,0,0,0,64,4096,0.411,0.472,0.721,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,4,2,1,1,1,1.21881,
,1944,"Grisham, Wayne",14630,97,1981,CA,33,0,0,1978,0,0,0,71,5041,0.366,0.427,0.676,43,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0.051507,0.021536
,1945,"Guarini, Frank",14631,97,1981,NJ,14,1,1,1978,0,0,0,64,4096,-0.331,0.27,0.021,15,0,0,0,1,0,2,4,1,0.175,0,0,0,0,1,1,1,1,0,41,9,1,1,1,2,1,1,1,0,44,11,3,3,1,2.161815,0.316584
,1946,"Gunderson, Steve",14827,97,1981,WI,3,0,0,1980,0,0,0,51,2601,0.2,0.261,0.51,9,0,0,0,0,0,1,1,1,0.249,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,10,1,0,0,0,0.167468,
,1947,"Guyer, Tennyson",14018,97,1981,OH,4,0,0,1972,0,0,0,,,,,,23,0,0,0,0,0,5,25,1,0.355,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0.490541,1.184098
,1948,"Hagedorn, Thomas",14227,97,1981,MN,2,0,0,1974,0,0,0,61,3721,0.293,0.354,0.603,8,0,0,0,0,0,4,16,1,0.211,0,0,0,0,0,0,0,0,0,12,2,0,0,0,2,0,0,0,0,14,2,0,0,0,0.261355,0.159369
,1949,"Hall, Tony",14632,97,1981,OH,3,1,1,1978,0,0,0,57,3249,-0.302,0.241,0.008,23,0,0,0,1,0,2,4,1,0.355,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.049054,0.02369
,1950,"Hall, Ralph",14828,97,1981,TX,4,1,1,1980,0,0,0,52,2704,0.136,0.197,0.446,24,0,0,0,0,0,1,1,1,0.191,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.012264,
,1951,"Hall, Katie",14880,97,1981,IN,1,1,1,1982,1,1,0,,,-0.515,0.454,0.205,11,0,0,0,0,0,1,1,1,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,1952,"Hall, Sam",14291,97,1981,TX,1,1,1,1976,0,0,0,100,10000,0.099,0.16,0.409,24,0,0,1,0,0,3,9,0,0,0,0,1,1,2,2,2,2,1,29,9,1,1,1,3,0,0,0,0,34,11,3,3,2,3.086208,0.851177
,1953,"Hamilton, Lee",10732,97,1981,IN,9,1,1,1964,0,0,0,64,4096,-0.169,0.108,0.141,11,0,0,1,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.036791,0.267871
,1954,"Hammerschmidt, John",11020,97,1981,AR,3,0,0,1966,0,0,0,100,10000,0.259,0.32,0.569,4,0,0,0,0,0,8,64,0,0,0,0,1,0,0,0,0,0,0,64,2,1,1,1,3,0,0,0,0,67,2,1,1,1,1.398292,1.269312
,1955,"Hance, Kent",14633,97,1981,TX,19,1,1,1978,0,0,0,94,8836,-0.013,0.048,0.297,24,0,0,0,1,0,2,4,1,0.191,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0.245271,0.11845
,1956,"Hansen, George",10734,97,1981,ID,2,0,0,1974,0,0,0,59,3481,0.731,0.792,1.041,2,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,58,2,0,0,0,9,0,0,0,0,67,2,0,0,0,0.842646,1.188439
,1957,"Hansen, James",14829,97,1981,UT,1,0,0,1980,0,0,0,52,2704,0.546,0.607,0.856,2,0,0,0,0,0,1,1,1,0.082,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,5,1,0,0,0,0.10615,
,1958,"Harkin, Tom",14230,97,1981,IA,5,1,1,1974,0,0,0,60,3600,-0.24,0.179,0.07,6,0,0,1,0,0,4,16,0,0,0,0,0,0,2,2,1,0,0,13,3,0,0,0,0,0,0,0,0,15,5,1,0,0,0.795431,0.884013
,1959,"Hartnett, Thomas",14830,97,1981,SC,1,0,0,1980,0,0,0,52,2704,0.494,0.555,0.804,6,0,0,0,0,0,1,1,1,0.281,0,0,1,0,0,0,0,0,0,9,1,0,0,0,2,0,0,0,0,11,1,0,0,0,0.169921,
,1960,"Hatcher, Charles",14831,97,1981,GA,2,1,1,1980,0,0,0,74,5476,-0.145,0.084,0.165,10,0,0,0,0,0,1,1,1,0.142,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,1961,"Hawkins, Augustus",10595,97,1981,CA,29,1,1,1962,0,1,0,86,7396,-0.55,0.489,0.24,43,0,1,1,0,0,10,100,1,0.526,0,0,0,0,3,3,3,2,1,4,1,1,1,0,1,0,0,0,0,8,4,4,3,1,2.415769,1.115781
,1962,"Heckler, Margaret",11021,97,1981,MA,10,0,0,1966,1,0,0,61,3721,-0.05,0.011,0.26,12,0,0,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,0,0,0,21,1,0,0,0,0.302367,0.703726
,1963,"Hefner, W.",14233,97,1981,NC,8,1,1,1974,0,0,0,59,3481,-0.184,0.123,0.126,11,0,0,0,1,1,4,16,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.049054,1.590256
,1964,"Heftel, Cecil",14425,97,1981,HI,1,1,1,1976,0,0,0,80,6400,-0.257,0.196,0.053,2,0,0,0,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,32,3,1,1,0,4,0,0,0,0,36,3,1,1,0,0.802897,0.271358
,1965,"Hendon, Bill",14832,97,1981,NC,11,0,0,1980,0,0,0,54,2916,0.352,0.413,0.662,11,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.029432,
,1966,"Hertel, Dennis",14833,97,1981,MI,14,1,1,1980,0,0,0,53,2809,-0.28,0.219,0.03,19,0,0,0,0,0,1,1,1,0.463,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0.226333,
,1967,"Hightower, Jack",14234,97,1981,TX,13,1,1,1974,0,0,0,55,3025,-0.061,6.85E-10,0.249,24,0,0,0,1,0,4,16,1,0.191,0,0,1,1,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0.182868,0.155631
,1968,"Hiler, John",14834,97,1981,IN,3,0,0,1980,0,0,0,55,3025,0.421,0.482,0.731,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,3,0,1,1,1,0.106714,
,1969,"Hillis, Elwood",13018,97,1981,IN,5,0,0,1970,0,0,0,62,3844,0.184,0.245,0.494,11,0,0,0,0,0,6,36,1,0.143,0,0,0,0,0,0,0,0,0,9,2,0,0,0,2,0,0,0,0,11,2,0,0,0,0.224564,0.185213
,1970,"Hinson, Jon",14634,97,1981,MS,4,0,0,1978,0,0,0,39,1521,,,,5,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,43,2,0,0,0,0,0,0,0,0,43,2,0,0,0,0.636619,0.075377
,1971,"Holland, Kenneth",14235,97,1981,SC,5,1,1,1974,0,0,0,88,7744,-0.217,0.156,0.093,6,0,0,0,1,0,4,16,0,0,0,0,1,1,0,0,0,0,0,18,5,0,0,0,1,0,0,0,0,19,5,0,0,0,0.496414,0.206749
,1972,"Hollenbeck, Harold",14426,97,1981,NJ,9,0,0,1976,0,0,0,59,3481,-0.077,0.016,0.233,15,0,0,0,0,0,3,9,1,0.175,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0.182868,0.16583
,1973,"Holt, Marjorie",14021,97,1981,MD,4,0,0,1972,1,0,0,72,5184,0.339,0.4,0.649,8,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,32,5,2,1,1,3,0,0,0,0,35,5,2,1,1,1.272013,0.820022
,1974,"Hopkins, Larry",14635,97,1981,KY,6,0,0,1978,0,0,0,59,3481,0.262,0.323,0.572,7,0,0,0,0,0,2,4,1,0.078,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.049054,0.021536
,1975,"Horton, Frank",10596,97,1981,NY,34,0,0,1962,0,0,0,73,5329,-0.021,0.04,0.289,39,0,0,0,0,0,10,100,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,7,0,0,0,0,19,0,0,0,0,0.176595,0.284583
,1976,"Howard, James",10739,97,1981,NJ,3,1,1,1964,0,0,0,50,2500,-0.439,0.378,0.129,15,0,1,0,0,0,9,81,0,0,0,0,0,0,6,3,2,1,1,33,10,6,3,1,1,1,1,1,1,40,14,9,5,3,4.013796,2.58757
,1977,"Hoyer, Steny",14873,97,1981,MD,5,1,1,1981,0,0,0,,,-0.413,0.352,0.103,8,0,0,0,0,0,1,1,1,0.252,0,0,0,0,0,0,0,0,0,5,2,2,2,1,0,0,0,0,0,5,2,2,2,1,0.904108,
,1978,"Hubbard, Carroll",14237,97,1981,KY,1,1,1,1974,0,0,0,100,10000,-0.035,0.026,0.275,7,0,0,1,0,0,4,16,1,0.078,0,0,1,1,1,1,1,1,0,3,0,0,0,0,8,0,0,0,0,12,1,1,1,0,0.663671,0.034458
,1979,"Huckaby, Thomas",14427,97,1981,LA,5,1,1,1976,0,0,0,,,0.006,0.067,0.316,8,0,0,0,0,0,3,9,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,5,1,0,0,0,0.10615,0.675746
,1980,"Hughes, William",14238,97,1981,NJ,2,1,1,1974,0,0,0,57,3249,-0.144,0.083,0.166,15,0,0,1,0,0,4,16,0,0,0,0,0,0,9,9,8,7,3,22,6,0,0,0,3,0,0,0,0,34,15,8,7,3,6.888256,0.809824
,1981,"Hunter, Duncan",14835,97,1981,CA,42,0,0,1980,0,0,0,53,2809,0.432,0.493,0.742,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,8,0,0,0,0,17,1,0,0,0,0.184637,
,1982,"Hutto, Earl",14636,97,1981,FL,1,1,1,1978,0,0,0,61,3721,-0.048,0.013,0.262,15,0,0,0,0,0,2,4,1,0.224,0,0,1,1,0,0,0,0,0,2,1,1,1,0,4,0,1,1,1,6,1,2,2,1,0.42506,0.214349
,1983,"Hyde, Henry",14239,97,1981,IL,6,0,0,1974,0,0,0,67,4489,0.234,0.295,0.544,24,0,0,0,0,0,4,16,1,0.344,0,0,0,0,2,0,0,0,0,14,1,0,0,0,1,0,0,0,0,17,1,0,0,0,0.27784,0.282696
,1984,"Ireland, Andrew",94428,97,1981,FL,8,1,1,1976,0,0,0,69,4761,0.025,0.086,0.335,15,0,0,1,0,0,3,9,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.024527,0.043073
,1985,"Jacobs, Andrew",10742,97,1981,IN,11,1,1,1974,0,0,0,57,3249,-0.086,0.025,0.224,11,0,0,1,1,0,4,16,1,0.143,0,0,0,0,1,1,1,1,1,40,0,0,0,0,3,0,0,0,0,44,1,1,1,1,1.625275,0.569129
,1986,"Jeffords, James",14240,97,1981,VT,1,0,0,1974,0,0,0,79,6241,-0.003,0.058,0.307,1,0,0,0,0,0,4,16,1,0.13,0,0,0,0,0,0,0,0,0,15,4,0,0,0,2,0,0,0,0,17,4,0,0,0,0.407432,1.150512
,1987,"Jeffries, Jim",14637,97,1981,KS,2,0,0,1978,0,0,0,54,2916,0.58,0.641,0.89,5,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,1,0,0,0,0,8,1,1,1,1,0.639722,0.015075
,1988,"Jenkins, Edgar",14429,97,1981,GA,9,1,1,1976,0,0,0,68,4624,-0.075,0.014,0.235,10,0,0,0,1,0,3,9,0,0,0,0,1,1,2,1,1,1,1,25,5,1,0,0,0,0,0,0,0,27,6,2,1,1,1.833932,0.751106
,1989,"Johnston, Eugene",14836,97,1981,NC,6,0,0,1980,0,0,0,51,2601,0.759,0.82,1.069,11,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.085845,
,1990,"Jones, Ed",12038,97,1981,TN,7,1,1,1969,0,0,0,77,5929,-0.216,0.155,0.094,8,0,0,1,0,0,7,49,0,0,0,0,1,1,3,3,3,2,1,7,2,0,0,0,1,0,0,0,0,11,5,3,2,1,2.27048,1.693373
,1991,"Jones, James",14026,97,1981,OK,1,1,1,1972,0,0,0,58,3364,-0.078,0.017,0.232,6,0,1,0,1,1,5,25,0,0,0,0,1,1,2,0,2,2,2,15,3,1,1,1,0,0,0,0,0,17,3,3,3,3,2.880842,0.681242
,1992,"Jones, Walter",10788,97,1981,NC,1,1,1,1966,0,0,0,100,10000,-0.266,0.205,0.044,11,0,1,0,0,0,8,64,1,0.19,0,0,1,1,3,3,3,3,2,14,9,5,3,2,0,0,0,0,0,17,12,8,6,4,4.960223,0.085879
,1993,"Kastenmeier, Robert",5101,97,1981,WI,2,1,1,1958,0,0,0,54,2916,-0.517,0.456,0.207,9,0,0,1,0,0,12,144,0,0,0,0,0,0,7,7,6,5,4,27,12,0,0,0,3,0,1,1,1,37,19,7,6,5,6.682388,5.380718
,1994,"Kazen, Abraham",11023,97,1981,TX,23,1,1,1966,0,0,0,70,4900,-0.095,0.034,0.215,24,0,0,1,0,0,8,64,1,0.191,0,0,1,1,1,1,1,1,1,4,1,1,1,1,3,0,1,1,1,8,2,3,3,3,1.834569,0.341095
,1995,"Kemp, Jack",13020,97,1981,NY,38,0,0,1970,0,0,0,82,6724,0.283,0.344,0.593,39,0,0,0,1,1,6,36,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.061318,0.494003
,1996,"Kennelly, Barbara",14877,97,1981,CT,1,1,1,1982,1,0,0,,,-0.36,0.299,0.05,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.049054,
,1997,"Kildee, Dale",14430,97,1981,MI,7,1,1,1976,0,0,0,93,8649,-0.408,0.347,0.098,19,0,0,0,0,0,3,9,1,0.463,0,0,0,0,0,0,0,0,0,8,5,1,1,0,0,0,0,0,0,8,5,1,1,0,0.608048,0.399243
,1998,"Kindness, Thomas",14245,97,1981,OH,8,0,0,1974,0,0,0,76,5776,0.387,0.448,0.697,23,0,0,0,0,0,4,16,1,0.355,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0.182868,0.096914
,1999,"Kogovsek, Ray",14638,97,1981,CO,3,1,1,1978,0,0,0,55,3025,-0.324,0.263,0.014,5,0,0,0,0,0,2,4,1,0.284,0,0,0,0,0,0,0,0,0,15,5,2,1,0,0,0,0,0,0,15,5,2,1,0,0.796116,1.913994
,2000,"Kramer, Ken",14639,97,1981,CO,5,0,0,1978,0,0,0,72,5184,0.403,0.464,0.713,5,0,0,0,0,0,2,4,1,0.284,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0.152752,0.086145
,2001,"LaFalce, John",14248,97,1981,NY,36,1,1,1974,0,0,0,72,5184,-0.302,0.241,0.008,39,0,0,1,0,0,4,16,1,0.407,0,0,0,0,3,2,2,2,1,51,1,0,0,0,1,0,1,1,1,55,3,3,3,2,2.541054,1.191703
,2002,"Lagomarsino, Robert",14071,97,1981,CA,19,0,0,1974,0,0,0,78,6084,0.351,0.412,0.661,43,0,0,0,0,0,4,16,1,0.526,0,0,0,0,0,0,0,0,0,29,1,0,0,0,6,1,0,0,0,35,2,0,0,0,0.435931,0.511946
,2003,"Lantos, Tom",14837,97,1981,CA,11,1,1,1980,0,0,0,46,2116,-0.33,0.269,0.02,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0.076034,
,2004,"Latta, Delbert",5495,97,1981,OH,5,0,0,1958,0,0,0,70,4900,0.403,0.464,0.713,23,0,0,0,1,1,12,144,1,0.355,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.036791,0.198704
,2005,"LeBoutillier, John",14838,97,1981,NY,6,0,0,1980,0,0,0,53,2809,0.319,0.38,0.629,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.098108,
,2006,"Leach, James",14432,97,1981,IA,1,0,0,1976,0,0,0,64,4096,0.124,0.185,0.434,6,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,2,0,0,0,0,15,1,0,0,0,0.218975,0.262744
,2007,"Leath, Marvin",14641,97,1981,TX,11,1,1,1978,0,0,0,100,10000,0.168,0.229,0.478,24,0,0,1,0,0,2,4,0,0,0,0,1,1,0,0,0,0,0,14,10,2,2,0,1,0,0,0,0,15,10,2,2,0,1.194022,0.010768
,2008,"Lederer, Raymond",14434,97,1981,PA,3,1,1,1976,0,0,0,55,3025,,,,25,0,0,0,0,0,3,9,1,0.345,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0.079171,0.2369
,2009,"Lee, Gary",14642,97,1981,NY,33,0,0,1978,0,0,0,77,5929,0.313,0.374,0.623,39,0,0,0,0,0,2,4,1,0.407,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,12,2,0,0,0,0.256449,0.043073
,2010,"Lehman, William",14029,97,1981,FL,13,1,1,1972,0,0,0,75,5625,-0.469,0.408,0.159,15,0,0,0,1,0,5,25,0,0,0,0,1,1,0,0,0,0,0,11,1,0,0,0,4,0,1,1,1,15,1,1,1,1,0.298709,0.215364
,2011,"Leland, Mickey",14643,97,1981,TX,18,1,1,1978,0,1,0,80,6400,-0.603,0.542,0.293,24,0,0,1,0,0,2,4,1,0.191,0,0,1,1,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0.056412,0.045226
